,id,conversation_id,created_at,date,tweet,language,hashtags,user_id,username,name,day,hour,link,urls,photos,video,retweet,nlikes,nreplies,nretweets,reply_to,time,vader_neg,vader_neu,vader_pos,vader_compound
1970,1324646592222167041,1324630002919383040,1604655332000.0,2020-11-06,"(...)  As much as RM28mil will be allocated to carry out programmes like MyFit, Hari Sukan Negara and the Inspire programme for the disabled.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324646592222167041,[],[],0,False,3,1,1,[],09:35:32,0.0,0.795,0.205,0.7351
1983,1324646209911316481,1324645593117945856,1604655241000.0,2020-11-06,"PenjanaKerjaya: An additional incentive of 20% of the employee's monthly salary will be given to employers who employ disabled people, long-term unemployed, and laid-off workers  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324646209911316481,[],[],0,False,1,1,0,[],09:34:01,0.0,0.912,0.088,0.3612
1988,1324646043158368256,1324633440084320256,1604655202000.0,2020-11-06,"Budget 2021: Rubber Productivity Incentive doubled to RM300 million to stabilise income of 150,000 smallholders  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/JvnvWHpNRW",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324646043158368256,[],['https://pbs.twimg.com/media/EmIWjE1UYAAJu_d.jpg'],1,False,12,2,4,[],09:33:22,0.0,0.894,0.106,0.3612
1989,1324645995376828417,1324645593117945856,1604655190000.0,2020-11-06,"PenjanaKerjaya: Incentives for employees earning RM1,500 and above to be increased to 40% of monthly salary (limited to a maximum incentive of RM4,000/month)  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324645995376828417,[],[],0,False,0,1,0,[],09:33:10,0.0,0.753,0.247,0.7096
1990,1324645983377002496,1324630002919383040,1604655187000.0,2020-11-06,(...)   The scope of the relief has also been expanded to include subscription to electronic newspapers.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324645983377002496,[],[],0,False,10,1,3,[],09:33:07,0.0,0.846,0.154,0.4767
1996,1324645626659835905,1324645626659835905,1604655102000.0,2020-11-06,"#Budget2021 In a move to culturalise cashless transactions, government via the eBelia programme, will credit a one-off payment of RM50 into e-wallet accounts of youths aged between 18 and 20. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324645626659835905,[],[],0,False,6,0,7,[],09:31:42,0.0,0.925,0.075,0.3818
1997,1324645593117945856,1324645593117945856,1604655094000.0,2020-11-06,"Govt to provide RM2 billion for the PenjanaKerjaya initiative and is expected to provide 200,000 job opportunities  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324645593117945856,[],[],0,False,0,1,3,[],09:31:34,0.0,0.874,0.126,0.3818
1998,1324645592010686464,1324633440084320256,1604655094000.0,2020-11-06,"Budget 2021 : RM200 million for distribution of essential goods, LPG and Community Drumming with expansion to 34 new areas  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/F0tTN5eyu1",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324645592010686464,[],['https://pbs.twimg.com/media/EmIWID0VMAMUBve.jpg'],1,False,8,1,3,[],09:31:34,0.0,1.0,0.0,0.0
2003,1324645342495694848,1324645342495694848,1604655035000.0,2020-11-06,"#Budget2021 To ease the cost of living for B40 urbanites, especially working parents, government will allocate RM20 million to set up community centres such as child care centres for their children after school. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324645342495694848,[],[],0,False,14,0,5,[],09:30:35,0.0,0.863,0.137,0.6908
2010,1324645207468486657,1324645207468486657,1604655002000.0,2020-11-06,"Govt to allocate RM3.7 billion for the implementation of JanaKerja, aimed at creating 500,000 new job opportunities and for skills and retraining programmes  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324645207468486657,[],[],0,False,1,0,0,[],09:30:02,0.0,0.827,0.173,0.5859
2014,1324645109426581504,1324645109426581504,1604654979000.0,2020-11-06,#NSTnation The National Employment Council will be established and chaired by Prime Minister Tan Sri Muhyiddin Yassin.  #Budget2021 #Belanjawan2021 #Bajet2021   https://t.co/prQDWtxu17,en,"['nstnation', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324645109426581504,['https://www.nst.com.my/news/government-public-policy/2020/11/638763/govt-establish-national-employment-council'],[],0,False,1,0,3,[],09:29:39,0.0,1.0,0.0,0.0
2016,1324645082692165633,1324630002919383040,1604654973000.0,2020-11-06,"17:29: The government through the eYouth Programme (Program eBelia) will credit a one-off RM50 to e-wallet accounts of those aged between 18 and 20 years old. With the allocation of RM75mil, the initiative will benefit some 1.5mil youths.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324645082692165633,[],[],0,False,20,1,13,[],09:29:33,0.0,0.869,0.131,0.6808
2018,1324644949485182976,1324633440084320256,1604654941000.0,2020-11-06,Budget 2021: BPR to benefit 8.1 million people with allocation of RM6.5 billion compared to 4.3 million recipients and RM5 billion allocated under BSH  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/uTexnsxkfI,en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324644949485182976,[],['https://pbs.twimg.com/media/EmIViVuVgAAwHeb.jpg'],1,False,7,1,5,[],09:29:01,0.0,0.909,0.091,0.4588
2031,1324644494629695488,1324630002919383040,1604654832000.0,2020-11-06,17:26: Community centres will be provided as a place of care for children after their school session ends.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324644494629695488,[],[],0,False,10,1,3,[],09:27:12,0.0,0.849,0.151,0.4939
2034,1324644344486219776,1324644344486219776,1604654797000.0,2020-11-06,Govt to provide RM400 million to help Felda settlers clear their debt and for a development programme to help settlers get new yields  #Belanjawan2021 #Budget2021,en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324644344486219776,[],[],0,False,0,0,0,[],09:26:37,0.082,0.656,0.262,0.6705
2035,1324644330884067330,1324644330884067330,1604654793000.0,2020-11-06,JUST IN: Govt allocates RM6.5bil to benefit 8.1mil recipients in Budget 2021   #Budget2021 #Belanjawan2021 #TMRNews #TMRPhoto   https://t.co/t682VAc4bP,en,"['budget2021', 'belanjawan2021', 'tmrnews', 'tmrphoto']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324644330884067330,['https://themalaysianreserve.com/2020/11/06/govt-allocates-rm6-5bil-to-benefit-8-1mil-recipients-in-budget-2021/'],[],0,False,0,0,0,[],09:26:33,0.0,0.842,0.158,0.4588
2037,1324644289985404930,1324644289985404930,1604654784000.0,2020-11-06,#NSTnation #Malaysia's #economy is expected to recover between 6.5 per cent and 7.5 per cent in 2021.    https://t.co/77b49VUF8q  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021,en,"['nstnation', 'malaysia', 'economy', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324644289985404930,['https://www.nst.com.my/news/government-public-policy/2020/11/638761/revised-economic-growth-due-current-situation'],[],0,False,3,0,4,[],09:26:24,0.0,1.0,0.0,0.0
2039,1324644232200515585,1324644232200515585,1604654770000.0,2020-11-06,"The allocation for rubber production incentives will be doubled to RM300 million; RM1.7 billion in subsidies, assistance and incentives to be provided to farmers and fishermen  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324644232200515585,[],[],0,False,0,0,0,[],09:26:10,0.0,0.85,0.15,0.5574
2040,1324644216538984448,1324630002919383040,1604654766000.0,2020-11-06,17:25: RM170mil will be allocated for the early childhood education programmes by the Community Development Department (Kemas).  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324644216538984448,[],[],0,False,7,1,2,[],09:26:06,0.0,1.0,0.0,0.0
2045,1324644130807377920,1324644130807377920,1604654746000.0,2020-11-06,#Budget2021 Government will allocate RM6.5 billion to improve education at Bumiputera institutions such as Mara and UiTM. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021,en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324644130807377920,[],[],0,False,24,6,16,[],09:25:46,0.0,0.879,0.121,0.4404
2046,1324644124830568448,1324633440084320256,1604654744000.0,2020-11-06,"Budget 2021: Households with monthly income below RM2,500 with at least one child to receive RM1,200 under BPR  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/42YBS9rutB",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324644124830568448,[],['https://pbs.twimg.com/media/EmIUsrWU4AEpWBo.jpg'],1,False,14,1,9,[],09:25:44,0.0,1.0,0.0,0.0
2047,1324644111450697728,1324644111450697728,1604654741000.0,2020-11-06,"Govt to allocate almost RM28 billion for subsidies, assistance and incentives for Budget 2021  #Belanjawan2021 #Budget2021",en,"['belanjawan2021', 'budget2021']",293590755,TMReserve,TheMalaysianReserve,5,9,https://twitter.com/TMReserve/status/1324644111450697728,[],[],0,False,0,0,0,[],09:25:41,0.0,0.867,0.133,0.3182
2048,1324644003355062272,1324630002919383040,1604654715000.0,2020-11-06,17:25: Additional tax deductions will be given to employers who employ senior citizens. This tax deduction will be extended until 2025.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324644003355062272,[],[],0,False,11,1,8,[],09:25:15,0.0,1.0,0.0,0.0
2055,1324643778330730498,1324630002919383040,1604654662000.0,2020-11-06,17:24: RM2.7 billion is allocated for the improvement of rural infrastructure.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324643778330730498,[],[],0,False,12,1,3,[],09:24:22,0.0,0.8,0.2,0.4588
2068,1324643309814390786,1324643309814390786,1604654550000.0,2020-11-06,"#Budget2021 Higher tax exemption limit for those with disabled spouses from RM3,500 to RM5,000. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324643309814390786,[],[],0,False,5,0,0,[],09:22:30,0.0,1.0,0.0,0.0
2069,1324643288721158144,1324630002919383040,1604654545000.0,2020-11-06,17:22: RM15mil will be allocated to the Cultural Economy Development Agency (Cendana) for the implementation of various art and cultural programmes that will benefit more than 5000 artists and those who work behind the scenes.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324643288721158144,[],[],0,False,6,1,6,[],09:22:25,0.0,0.923,0.077,0.4588
2079,1324642825493831680,1324642825493831680,1604654434000.0,2020-11-06,#Budget2021 The National Employment Council will be established and chaired by Prime Minister Tan Sri Muhyiddin Yassin. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021,en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324642825493831680,[],[],0,False,1,0,0,[],09:20:34,0.0,1.0,0.0,0.0
2082,1324642746347397121,1324630002919383040,1604654416000.0,2020-11-06,(...)  For the Indian community: RM100mil be allocated to the Indian Community Transformation Unit (MITRA) to empower the socioeconomic status of the Indian community.  #Budget2021 #Belanjawan2021,en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324642746347397121,[],[],0,False,6,2,5,[],09:20:16,0.0,1.0,0.0,0.0
2086,1324642691733311489,1324642691733311489,1604654403000.0,2020-11-06,"#NSTnation The government will implement 'Skim Jaminan Penjanaan Pekerjaan' (Employment Generation Guarantee Scheme) or JanaKerja targeted to create 500,000 employment opportunities.   https://t.co/6VmIZrbK7r  #NSTbudget2021 #Budget2021 #Belanjawan2021 #Bajet2021",en,"['nstnation', 'nstbudget2021', 'budget2021', 'belanjawan2021', 'bajet2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324642691733311489,['https://www.nst.com.my/news/government-public-policy/2020/11/638759/2021-budget-government-committed-create-500k-jobs'],[],0,False,5,0,3,[],09:20:03,0.0,0.774,0.226,0.6908
2091,1324642596963016705,1324630002919383040,1604654380000.0,2020-11-06,"(...)  Those hired under the PenjanaKerjaya, the maximum cost of the training programme that can be claimed by employers will be raised from RM4000 to RM7000 to undergo a high-skilled programme or a professional certificate programme.  #Budget2021 #Belanjawan2021",en,"['budget2021', 'belanjawan2021']",22594051,staronline,The Star,5,9,https://twitter.com/staronline/status/1324642596963016705,[],[],0,False,10,1,1,[],09:19:40,0.0,1.0,0.0,0.0
2099,1324642228283740160,1324633440084320256,1604654292000.0,2020-11-06,"Budget 2021: RM500 can be withdrawn monthly from EPF Account 1 up to RM6,000 within 12 months  @tzafrul_aziz @MOFmalaysia  #Budget2021  #BudgetDay  #Belanjawan2021 #BernamaBudget21  https://t.co/92WJS317YK",en,"['budget2021', 'budgetday', 'belanjawan2021', 'bernamabudget21']",106669711,bernamadotcom,BERNAMA,5,9,https://twitter.com/bernamadotcom/status/1324642228283740160,[],['https://pbs.twimg.com/media/EmITEssVgAYGRht.jpg'],1,False,53,3,61,[],09:18:12,0.0,1.0,0.0,0.0
2101,1324642092967026688,1324642092967026688,1604654260000.0,2020-11-06,"#Budget2021 RM30 million allocated to build childcare centres at govt buildings, especially hospitals. - Finance Minister  #Belanjawan2021 #Bajet2021 #NSTbudget2021",en,"['budget2021', 'belanjawan2021', 'bajet2021', 'nstbudget2021']",55186601,NST_Online,New Straits Times,5,9,https://twitter.com/NST_Online/status/1324642092967026688,[],[],0,False,19,0,4,[],09:17:40,0.0,1.0,0.0,0.0
